Date,Open,High,Low,Close,Adj Close,Volume
2020-01-02,189.970001,190.000000,186.660004,188.300003,187.595078,1060500
2020-01-03,187.360001,189.910004,186.279999,189.529999,188.820465,1311500
2020-01-06,188.979996,191.740005,187.520004,190.399994,189.687210,1615100
2020-01-07,189.179993,189.940002,183.309998,183.600006,182.912674,2301500
2020-01-08,188.750000,193.750000,182.169998,190.289993,189.577621,4577800
2020-01-09,191.899994,195.960007,190.610001,193.589996,192.865265,2475500
2020-01-10,192.089996,192.639999,187.600006,188.380005,187.674774,1881300
2020-01-13,188.110001,190.000000,187.449997,188.440002,187.734543,1401500
2020-01-14,189.270004,191.589996,188.970001,190.830002,190.115601,1292100
2020-01-15,189.990005,192.619995,189.690002,190.850006,190.135529,842600
2020-01-16,191.539993,192.250000,190.330002,190.860001,190.145493,856000
2020-01-17,191.119995,193.380005,189.669998,189.949997,189.238892,1787900
2020-01-21,187.449997,191.389999,187.199997,190.229996,189.517838,2038100
2020-01-22,192.660004,194.440002,191.380005,191.940002,191.221451,1695500
2020-01-23,191.320007,194.130005,190.910004,193.970001,193.243851,1089800
2020-01-24,193.979996,194.679993,190.460007,191.559998,190.842865,853100
2020-01-27,190.000000,191.919998,189.050003,190.899994,190.185333,1028100
2020-01-28,191.449997,194.970001,190.679993,192.750000,192.028412,985400
2020-01-29,192.789993,193.789993,190.830002,192.580002,191.859055,624300
2020-01-30,192.139999,192.300003,189.860001,190.789993,190.075745,723200
2020-01-31,189.899994,191.429993,187.710007,188.300003,187.595078,1003700
2020-02-03,188.960007,189.899994,188.000000,189.119995,188.412003,826500
2020-02-04,191.600006,194.960007,191.479996,192.889999,192.167892,1205800
2020-02-05,193.820007,197.660004,193.820007,197.139999,196.401978,1338300
2020-02-06,198.000000,200.389999,197.630005,199.800003,199.052017,1171600
2020-02-07,198.639999,200.809998,197.580002,200.339996,199.589996,1223800
2020-02-10,199.429993,201.460007,198.630005,200.070007,200.070007,918400
2020-02-11,200.009995,201.210007,198.100006,199.940002,199.940002,994500
2020-02-12,199.669998,200.440002,197.869995,198.720001,198.720001,713400
2020-02-13,198.919998,202.600006,198.000000,201.190002,201.190002,819500
2020-02-14,202.699997,206.440002,202.220001,203.830002,203.830002,1373700
2020-02-18,203.139999,205.320007,200.720001,203.820007,203.820007,903700
2020-02-19,204.210007,207.500000,203.979996,206.639999,206.639999,805700
2020-02-20,206.639999,208.550003,205.240005,208.339996,208.339996,821700
2020-02-21,207.899994,208.240005,205.970001,207.399994,207.399994,798900
2020-02-24,202.399994,204.350006,200.389999,201.539993,201.539993,1145900
2020-02-25,202.000000,202.429993,193.699997,195.289993,195.289993,1369600
2020-02-26,196.440002,197.660004,190.779999,190.970001,190.970001,1125400
2020-02-27,188.089996,188.410004,175.550003,175.660004,175.660004,2282200
2020-02-28,170.270004,172.389999,163.529999,172.380005,172.380005,3371200
2020-03-02,173.250000,177.220001,169.270004,177.220001,177.220001,2010400
2020-03-03,178.279999,183.449997,174.919998,177.589996,177.589996,1956900
2020-03-04,179.470001,186.800003,178.000000,185.960007,185.960007,1444800
2020-03-05,181.690002,186.190002,179.449997,182.770004,182.770004,1602000
2020-03-06,176.690002,181.309998,175.250000,179.070007,179.070007,1667400
2020-03-09,168.000000,172.089996,161.460007,164.240005,164.240005,1775400
2020-03-10,168.410004,169.919998,160.509995,165.320007,165.320007,2004200
2020-03-11,161.160004,162.809998,153.850006,155.070007,155.070007,1912500
2020-03-12,144.100006,144.699997,129.850006,131.429993,131.429993,3220900
2020-03-13,141.240005,143.240005,122.370003,132.979996,132.979996,3842200
2020-03-16,118.230003,127.400002,107.000000,124.750000,124.750000,3623300
2020-03-17,125.580002,127.110001,110.040001,124.449997,124.449997,3369600
2020-03-18,116.430000,124.309998,107.160004,121.250000,121.250000,3366600
2020-03-19,120.000000,125.529999,114.669998,123.059998,123.059998,2497200
2020-03-20,126.599998,129.979996,116.389999,119.699997,119.699997,3165500
2020-03-23,117.250000,119.699997,104.279999,105.639999,105.639999,5876300
2020-03-24,111.139999,125.000000,107.690002,123.820000,123.820000,3815000
2020-03-25,124.750000,133.729996,123.730003,126.610001,126.610001,3302500
2020-03-26,128.389999,142.509995,127.800003,140.690002,140.690002,2699600
2020-03-27,135.000000,148.800003,135.000000,144.880005,144.880005,3154000
2020-03-30,144.199997,147.889999,140.000000,146.440002,146.440002,1793600
2020-03-31,144.600006,149.479996,142.000000,143.360001,143.360001,1790500
2020-04-01,138.580002,142.660004,135.520004,136.880005,136.880005,1643200
2020-04-02,127.000000,132.929993,117.720001,131.220001,131.220001,5828600
2020-04-03,135.009995,135.009995,125.610001,132.169998,132.169998,3291100
2020-04-06,138.050003,143.809998,137.009995,142.259995,142.259995,2402100
2020-04-07,156.490005,162.990005,149.529999,149.589996,149.589996,2491800
2020-04-08,150.009995,163.800003,149.009995,157.770004,157.770004,3432700
2020-04-09,162.639999,167.750000,161.110001,166.240005,166.240005,2346600
2020-04-13,165.880005,166.800003,157.309998,157.630005,157.630005,1783300
2020-04-14,162.000000,169.369995,161.500000,167.830002,167.830002,2111900
2020-04-15,164.000000,164.559998,159.369995,162.360001,162.360001,1735900
2020-04-16,163.309998,164.330002,159.809998,162.149994,162.149994,1358300
2020-04-17,167.279999,168.080002,160.809998,162.699997,162.699997,1540600
