Date,Open,High,Low,Close,Adj Close,Volume
2020-01-02,992.599976,996.200012,980.799988,984.400024,956.327759,232671
2020-01-03,983.799988,993.200012,981.000000,989.799988,961.573730,141862
2020-01-06,989.799988,1002.500000,983.000000,1001.000000,972.454346,194544
2020-01-07,1007.000000,1013.000000,999.200012,1002.000000,973.425842,217774
2020-01-08,1004.500000,1008.500000,991.000000,993.000000,964.682495,169581
2020-01-09,997.799988,1003.000000,995.400024,1000.000000,971.482849,214010
2020-01-10,1001.500000,1007.500000,992.799988,997.799988,969.345581,228553
2020-01-13,999.000000,1006.000000,993.599976,1006.000000,977.311768,116322
2020-01-14,1007.000000,1014.000000,997.799988,1014.000000,985.083618,186488
2020-01-15,1008.000000,1024.500000,1008.000000,1024.500000,995.284180,246327
2020-01-16,1024.000000,1030.000000,1023.000000,1028.500000,999.170105,212616
2020-01-17,1028.500000,1048.500000,1028.000000,1048.500000,1018.599792,219455
2020-01-20,1054.000000,1059.000000,1044.000000,1050.500000,1020.542786,153338
2020-01-21,1035.000000,1057.000000,1032.000000,1057.000000,1026.857422,306487
2020-01-22,1060.000000,1064.500000,1044.500000,1044.500000,1014.713867,216680
2020-01-23,1044.500000,1051.000000,1041.000000,1046.000000,1016.171082,161436
2020-01-24,1048.000000,1050.500000,1035.000000,1038.500000,1008.884949,324951
2020-01-27,1025.000000,1025.000000,991.200012,991.200012,962.933838,474148
2020-01-28,990.000000,993.799988,982.799988,993.799988,965.459656,342874
2020-01-29,992.799988,1005.500000,988.000000,1001.000000,972.454346,411838
2020-01-30,996.200012,1001.000000,985.200012,985.200012,957.104919,415182
2020-01-31,993.599976,996.200012,986.400024,986.400024,958.270752,301398
2020-02-03,986.400024,987.200012,974.000000,974.000000,946.224304,408893
2020-02-04,990.200012,1009.500000,972.599976,1002.000000,973.425842,520858
2020-02-05,998.400024,1012.500000,996.799988,1004.500000,975.854553,426128
2020-02-06,1010.000000,1010.000000,1000.500000,1003.000000,974.397339,362687
2020-02-07,1003.500000,1008.000000,991.599976,1002.500000,973.911560,270835
2020-02-10,1004.000000,1007.500000,999.000000,1002.500000,973.911560,236343
2020-02-11,1004.500000,1008.000000,1000.000000,1008.000000,979.254761,224020
2020-02-12,1006.500000,1014.000000,1002.500000,1009.000000,980.226196,192895
2020-02-13,1006.500000,1016.000000,1004.500000,1016.000000,987.026611,285718
2020-02-14,1019.000000,1025.500000,1010.500000,1025.500000,996.255676,214464
2020-02-17,1025.000000,1027.500000,1011.500000,1016.000000,987.026611,149634
2020-02-18,1014.000000,1017.500000,1001.000000,1017.000000,987.998108,235195
2020-02-19,1023.000000,1029.500000,1015.500000,1021.500000,992.369751,188924
2020-02-20,1023.000000,1029.500000,1018.500000,1027.500000,998.198669,222437
2020-02-21,1023.000000,1023.000000,1007.500000,1010.000000,981.197693,260106
2020-02-24,998.200012,999.000000,968.000000,968.000000,940.395447,263103
2020-02-25,970.000000,975.799988,943.200012,945.400024,918.439941,352088
2020-02-26,934.200012,945.400024,907.200012,940.799988,913.971069,368421
2020-02-27,925.799988,925.799988,903.400024,917.599976,891.432678,577649
2020-02-28,934.200012,934.200012,880.400024,887.599976,862.288147,705490
2020-03-02,890.000000,922.599976,880.599976,887.799988,862.482483,507937
2020-03-03,900.799988,917.200012,890.799988,912.799988,886.769531,366207
2020-03-04,908.799988,924.599976,907.400024,917.400024,891.238403,344984
2020-03-05,927.000000,936.200012,915.599976,920.599976,894.347107,326177
2020-03-06,905.000000,917.599976,883.599976,892.200012,866.757019,401890
2020-03-09,847.599976,863.799988,827.000000,828.599976,804.970703,491657
2020-03-10,825.799988,849.799988,799.200012,799.599976,776.797668,500111
2020-03-11,806.400024,817.000000,779.000000,784.400024,762.031189,432890
2020-03-12,731.000000,753.400024,712.000000,715.599976,695.193115,646644
2020-03-13,722.599976,774.400024,717.599976,745.000000,723.754761,844853
2020-03-16,707.400024,749.599976,680.000000,736.400024,715.400024,735559
2020-03-17,725.000000,734.599976,681.000000,710.000000,710.000000,717774
2020-03-18,690.599976,698.000000,650.200012,663.599976,663.599976,766519
2020-03-19,661.400024,701.000000,656.400024,677.400024,677.400024,570340
2020-03-20,705.000000,712.200012,683.000000,707.799988,707.799988,593532
2020-03-23,671.000000,715.200012,665.400024,697.000000,697.000000,508795
2020-03-24,721.200012,728.000000,685.200012,692.799988,692.799988,589800
2020-03-25,711.400024,733.799988,700.799988,710.799988,710.799988,490547
2020-03-26,714.799988,743.400024,714.000000,739.200012,739.200012,384721
2020-03-27,738.799988,749.599976,713.599976,718.799988,718.799988,357052
2020-03-30,727.000000,759.599976,724.000000,753.000000,753.000000,459969
2020-03-31,779.599976,783.599976,755.400024,769.799988,769.799988,709941
2020-04-01,761.799988,765.799988,746.599976,765.799988,765.799988,404558
2020-04-02,767.000000,771.799988,737.799988,751.000000,751.000000,455128
2020-04-03,757.599976,786.599976,748.000000,785.000000,785.000000,447585
2020-04-06,817.200012,819.599976,787.400024,800.000000,800.000000,394924
2020-04-07,811.799988,816.400024,783.400024,792.000000,792.000000,440913
2020-04-08,793.000000,798.799988,782.200012,792.799988,792.799988,254862
2020-04-14,799.400024,812.000000,785.799988,792.000000,792.000000,545735
2020-04-15,816.000000,818.000000,806.000000,813.000000,813.000000,502476
2020-04-16,810.599976,820.799988,802.000000,816.799988,816.799988,360326
